wbid	Neurons	Gonad	Hypodermis	Pharynx	Body_wall_muscle	Glia	Intestine
WBGene00000238	73.4030817533	9.33151561732	31.602391233	3.50655726208	39.6370703299	13.1574214548	38.9051615146
WBGene00000239	13.6376979284	0.079494478711	2.21810062262	0.0	0.528614876793	25.0482568897	7.52553570632
WBGene00000240	5.98716125044	0.655691086309	168.051575718	3.36024554708	0.900081076058	20.7987664408	4.27486918418
WBGene00000241	17.4881900542	0.256770393347	0.31110682475	0.0	0.335798717409	3.46703652861	0.0
WBGene00000242	23.4833923978	0.0470151934299	0.57176598765	1.87441424555	0.120751083225	4.76567777669	0.481821593991
WBGene00000244	47.5211020078	0.0	0.18083771262	0.0	3.26864990822	1.15111685991	0.481821593991
WBGene00000245	10.1598057443	2.33627942656	11.6659122912	9.63145697489	132.63928341	0.0	18.4229635435
WBGene00000246	0.394406371083	0.533981167257	16.51604027	0.0	0.438693019477	0.0	0.747672495521
WBGene00000247	42.7898441204	81.9733800561	94.9936266671	133.055129656	59.0962771886	81.736016055	143.307946788
WBGene00000248	834.879408509	66.7895175566	22.5010199449	12.3154905055	8.99097226755	65.6999883628	18.4332969999
WBGene00000249	12.5721909603	25.903869982	4.21554987392	3.67411218853	2.55500779606	6.41405137508	1.52626199476
WBGene00000250	2.02936722463	104.7561373	6.67704734185	1.52914803103	1.00201422272	0.585793197758	0.0
WBGene00000251	0.566030900759	0.118364765301	0.812768352462	1.28865979381	0.043714192066	0.0	0.0
WBGene00000252	0.168996109034	0.716952093261	42.6658290302	0.279384237141	0.17849096093	0.0	0.0
WBGene00000253	3.48094011236	4.77219530452	172.209080357	209.827707442	1.73516680347	74.0887795738	4.61487274102
WBGene00000254	47.9118747254	238.964214077	454.132064849	271.928870518	68.8539587401	787.92144917	183.960638719
WBGene00000255	4.01832952185	0.541508076617	4.59353951313	17.8344786513	0.232176244238	0.0	1.43933560269
WBGene00000256	1.58919805618	0.175923699329	8.24562770169	0.0	0.0333742679855	0.0	3.31164207772
WBGene00000257	10.5142268789	290.325986766	37.7855899367	7.13766715887	2.92901457566	2.15769130685	36.2707273973
WBGene00000259	166.673509201	178.750453824	24.365860688	23.9008971759	9.95501705225	26.3260606593	15.1834145885
WBGene00000262	65.2853722719	0.587128938839	2.08835854082	5.12945571815	4.59178772046	5.43846199592	2.26790805724
WBGene00000263	98.38669128	111.370005654	84.794735252	113.368078615	188.677645986	71.2855304855	42.3970601745
WBGene00000264	6.92605472545	196.293318679	26.9058590972	6.67152185636	2.81759656223	9.62745338687	18.9620161439
WBGene00000265	8.56035476401	230.892696396	32.5214840078	8.37043361923	2.73599035977	5.10104864149	21.7249946174
WBGene00000266	35.6257627647	3.36820268978	83.9584335403	78.2952317496	14.3337476847	42.4414849108	104.227946549
WBGene00000267	6.3959789229	0.699048221888	0.246726793418	3.89406615663	0.419097026503	14.4957612488	37.266274176
WBGene00000268	132.299106797	112.490310215	102.022436032	104.364540355	75.1041142609	340.00207879	75.405079712
WBGene00000269	45.1301476256	51.0373263324	31.4752375923	43.9827390651	41.8382233446	43.3470328087	15.6125024468
WBGene00000270	5.17763560866	90.2556222485	10.5803570188	29.949979844	6.77380540042	7.02374988137	7.34089591707
WBGene00000271	26.5501293889	186.122604987	37.2838896755	35.8298424883	25.1388890412	49.3299200508	42.8719415964
WBGene00000272	0.0	0.0609355557749	7.61874625449	0.216946093235	0.225093479078	0.568013673225	0.0
WBGene00000273	27.0716313614	25.8660846324	864.163871525	764.395563292	3.26742136965	2141.93056143	22.3935767813
WBGene00000274	28.3762509829	207.486954828	58.5258623854	40.078545541	36.0073779306	21.3036829952	108.748325548
WBGene00000275	3.17795376533	225.773394473	40.2888955555	1.16668351005	0.802646817453	1.20057187617	19.2546882318
WBGene00000276	57.0356783224	210.625152291	91.1671306349	118.229593822	142.534708222	75.3727318254	117.575842585
WBGene00000277	4687.6968458	91.1494737009	48.2850384856	183.51090992	113.248614906	628.183536342	429.046998597
WBGene00000279	33.5938666095	3.9616903216	0.519247438751	0.0	0.585027768502	0.0	0.0
WBGene00000280	187.166335192	0.256115691108	3.37954553083	2.65703050271	0.83587651151	4.57069725987	0.0
WBGene00000281	213.775126774	0.325804276679	4.03303382373	17.3382761904	43.4276046106	4.89965930343	27.7850543916
WBGene00000282	28.9283797903	1.51009372339	45.8151280405	83.6332487798	18.2141275912	7.75123981385	2.37556454035
WBGene00000283	29.8540676312	0.0	5.13666568783	13.0266866711	94.915064196	0.0	63.7403441627
WBGene00000284	207.031402746	0.276514061724	0.76373939904	11.2499827939	0.975716086949	7.08644102527	4.21491773684
WBGene00000285	11.2625535508	0.0	0.530467495051	26.4491344767	88.9011756043	51.6931329302	7.20071466318
WBGene00000286	123.179442435	0.829938065835	1.36105181035	1.43016821478	87.4119469055	5.78627587373	0.0
WBGene00000287	6.19879871803	0.488331064114	0.0	17.70825721	0.358282657873	0.0	0.0
