Gene	B-cells	NK-cells	T-cells	adipose tissue	adrenal gland	amygdala	appendix	basal ganglia	bone marrow	breast	cerebellum	cerebral cortex	cervix, uterine	colon	corpus callosum	dendritic cells	ductus deferens	duodenum	endometrium	epididymis	esophagus	fallopian tube	gallbladder	granulocytes	heart muscle	hippocampal formation	hypothalamus	kidney	liver	lung	lymph node	midbrain	monocytes	olfactory region	ovary	pancreas	parathyroid gland	pituitary gland	placenta	pons and medulla	prostate	rectum	retina	salivary gland	seminal vesicle	skeletal muscle	skin	small intestine	smooth muscle	spinal cord	spleen	stomach	substantia nigra	testis	thalamus	thymus	thyroid gland	tongue	tonsil	total PBMC	urinary bladder	vagina
HGNC:10916	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Low	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:6984	Moderate	Moderate	Moderate	Moderate	High	High	High	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	High	High	High	High	High	High	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High
HGNC:987	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:9081	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	High	High	High	High	High	High
HGNC:8527	Moderate	Moderate	High	High	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	High	Low	Moderate	Moderate	Moderate	Low	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:10999	Moderate	Moderate	High	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	High	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Moderate	Low	Low
HGNC:4806	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare	Moderate	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare	Low	Rare	Rare	High	Rare	Rare	Rare	Rare	High	Low	Low	Low	Moderate	Rare	Rare	Low	Rare	Moderate	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Rare	Low	Low	Low	Rare	Low
HGNC:4638	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:10956	Low	Low	Low	Rare	Rare	Low	Rare	Low	Rare	Moderate	Low	High	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Low	Moderate	Low	Low	High	Low	Low	Low	Low	Moderate	Rare	Low	Low	Low	Low	High	Low	Rare	High	High	Rare	Low	Low	Rare	Rare	Low	Low	Low	Low	Low	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare
HGNC:4801	High	Moderate	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:1424	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	High	High	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate
HGNC:40	Low	Moderate	High	Low	High	Moderate	Low	Moderate	Low	Low	Moderate	Moderate	Moderate	High	Moderate	Rare	Low	Moderate	Moderate	Low	Low	Low	Moderate	Rare	Low	Moderate	Moderate	High	High	Moderate	Low	Moderate	Rare	Moderate	Low	Low	Low	Low	Low	Moderate	Low	Moderate	Moderate	Low	Low	Low	Low	High	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	Rare	Low	Low	Low	Low	Low	Moderate
HGNC:381	High	High	High	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate
HGNC:7063	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:924	High	High	High	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	Moderate	Moderate	High	High	High	High	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	Moderate	High	High	High	High	High	High	High	Moderate	High	High	Moderate	High	Moderate	High	High	High	High	Moderate	High	High
HGNC:19685	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	Moderate	High	Moderate	High	High	High	Moderate	High	Moderate	Moderate	High	High	High	High	High	Moderate	High	High	High	High	High	Moderate	Moderate	High
HGNC:14897	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Low	Moderate	High
HGNC:5211	Low	Low	Low	Low	Rare	Rare	Moderate	Rare	Rare	Moderate	Rare	Rare	Low	High	Rare	Low	Rare	High	Low	Rare	Low	Rare	Moderate	Moderate	Rare	Rare	Rare	Moderate	High	Low	Rare	Rare	Low	Rare	Rare	High	Rare	Low	High	Low	Moderate	Moderate	High	Moderate	Rare	Rare	Low	High	Low	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	High	Moderate
HGNC:121	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High
HGNC:7450	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:108	Rare	Rare	Low	Low	Moderate	Moderate	Moderate	High	Moderate	Low	High	Moderate	Low	Moderate	Moderate	Rare	Low	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Rare	Moderate	Moderate	High	Low	Low	Low	Moderate	High	Rare	Moderate	Low	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	High	Moderate	Rare	Moderate	Low
HGNC:3999	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:14937	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:30029	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	High	High	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	High	Moderate	High	High	Moderate	Moderate	High	High	High	Moderate	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	High	Moderate	High	Moderate	High	High	High	Moderate	Moderate	Moderate	High	High
HGNC:11459	Low	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	High	Low	Rare	Low	Moderate	Low	Low	Moderate	High	Rare	Low	Low	Rare	Rare	Rare	Low	Rare	Moderate	Rare	Rare	Low	Rare	Rare	Rare	Low	Rare	Moderate	Rare	Moderate	Rare	Rare	Moderate	Moderate	Rare	High	Moderate	Rare	Rare	Rare	Low	Rare	Rare	Rare	Low	Low	High	High	Low	Low	High
HGNC:23157	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate
HGNC:2979	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Rare	Low	Low	Low	Low	Low	Low	Low	Low	Rare	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	High	Low	High	Low	Low	Low	Rare	Low	Low
HGNC:10920	Low	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	High	Rare	Low	Rare	High	Low	Low	Low	Rare	High	Low	Rare	Rare	Rare	Moderate	Moderate	Rare	Rare	Rare	Low	Rare	Rare	Moderate	Moderate	Rare	Low	Rare	Low	Low	Rare	Rare	Rare	Rare	Moderate	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Low	Low	Low
HGNC:20324	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:16148	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Low	High	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Low	Moderate	Moderate
HGNC:10973	Moderate	Low	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate
HGNC:4866	Rare	Rare	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Moderate	High	Moderate	Rare	Moderate	High	High	Moderate	Moderate	Moderate	High	Rare	High	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Rare	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Low	Low	Moderate	Moderate
HGNC:4138	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:1063	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	High	Moderate	High	High	High	Moderate	High	High	Moderate	High	Moderate	High	Moderate	Moderate	High	High	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	High	High	High	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	High	High	High	High	High
HGNC:11071	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	High	Moderate
HGNC:11277	Moderate	Moderate	High	High	High	Moderate	Moderate	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	Moderate	Moderate	High	High	Moderate	High	Moderate	High	High	Moderate	High	High	High	High	High	High	Moderate	High	Moderate	High	Moderate	Moderate	High	High	High	High	Moderate	High	High	High	Moderate	Moderate	High	High	High	High	High	High
HGNC:7697	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High
HGNC:10856	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:8818	Low	Rare	Low	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Low	Rare
HGNC:3018	Rare	Rare	Low	Rare	Rare	Rare	High	Rare	Rare	Moderate	Rare	Rare	Low	High	Rare	Rare	Rare	High	Rare	Low	Rare	Low	High	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	High	Rare	Rare	Moderate	Rare	Rare	High	Low	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare
HGNC:2898	Moderate	High	High	High	High	Moderate	Moderate	High	Moderate	High	High	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	High	High	Moderate	High	High	Moderate	Moderate	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	Moderate	High	High	Moderate	High	High	High	Moderate	Moderate	High	High	High	High	High	High	Moderate
HGNC:3700	High	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	Moderate	High	Moderate	High	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	High	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	Moderate	High	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate
HGNC:16703	Rare	Rare	Rare	Low	Low	Moderate	Low	Low	Low	Low	Rare	Moderate	Low	Low	Low	Rare	Rare	Low	Low	Low	Low	Low	Low	Rare	Low	Low	High	Low	Low	Low	Low	Moderate	Rare	Low	Low	Low	Low	Moderate	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Moderate	Low	Rare	Rare	Low	Rare	Low	Rare	Low	Rare
HGNC:2296	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:2097	Rare	Rare	Low	Moderate	Rare	Rare	Moderate	Rare	Rare	High	Rare	Rare	Moderate	Moderate	Rare	Rare	Low	Rare	Moderate	Moderate	Moderate	Low	Moderate	Rare	Moderate	Rare	Rare	Moderate	Low	Low	Low	Rare	Rare	Rare	Low	Low	Low	Low	Low	Rare	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	Rare	Low	Moderate	Rare	Moderate	Rare	Low	Low	Moderate	Moderate	Low	Moderate	Moderate
HGNC:11066	Rare	Rare	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Rare	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Low	High	Low	Moderate	Moderate	Low	Rare	Moderate	High	Moderate	High	High	High	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Low	Moderate	High	Low	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Low	High	Moderate
HGNC:8923	Moderate	Low	High	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	High	Low	High	High	High	High	Moderate	Moderate	High	High	Moderate	Moderate	High	High	Low	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:3014	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	High	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Low	High	High	High	Moderate	Moderate	High	Moderate	High	High	High	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:2228	Moderate	Moderate	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	Moderate	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High
HGNC:16431	Rare	Rare	Rare	Low	Rare	Low	Low	Low	High	Rare	Rare	Low	Low	Low	Rare	Rare	Rare	Rare	Rare	Low	Low	Low	Low	High	Low	Low	Rare	Rare	High	Moderate	Low	Low	Low	Rare	Low	Rare	Rare	Rare	Moderate	Rare	Low	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Low	Low	Rare	Rare	Rare	Rare	Low	Low	Rare	Low	Rare
HGNC:12839	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Low	Moderate	High	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Low	Low	Moderate	Moderate
HGNC:3770	Low	Rare	Rare	High	Moderate	Low	Low	Moderate	Rare	High	Low	Low	Moderate	Moderate	Low	Low	Moderate	Rare	Moderate	Moderate	High	Moderate	Moderate	Rare	High	Low	Low	Moderate	Low	High	Moderate	Moderate	Rare	Low	Moderate	Moderate	Low	Moderate	Rare	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	Rare	Moderate	Moderate
HGNC:9604	Low	Low	Rare	Moderate	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	High	Moderate	Moderate	Low	Moderate	Low	Low	High	High	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Low	High	Moderate	Low	Low	Low	Low	High	Moderate	High	Moderate	Moderate	Moderate	Low	Low	Low	Low	Low	Moderate	Moderate	Moderate	High	High
HGNC:2342	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate
